checklist_id,term,baseline_rating,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,relocation_priority,conceptual_home,decision,reason_code,reason_why,reason_quality,before_evidence_ref,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,phase2_status,final_quality,notes
PQ-179,subpattern,questionable,patterns.rst,55,fls_6xx34zr069bj,Patterns,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,705,patterns.rst,Tuple Struct Patterns,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=subpattern,,,,,,,pending,pending,pending,
PQ-180,subtype,questionable,types-and-traits.rst,3467,fls_1q7k3n9m5v2b,Subtyping and Variance,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,2297,types-and-traits.rst,Type Coercion,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=subtype,,,,,,,pending,pending,pending,
PQ-181,supertrait,questionable,types-and-traits.rst,3054,fls_CYtxPjK3zq2T,Traits,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,2351,types-and-traits.rst,Type Coercion,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=supertrait,,,,,,,pending,pending,pending,
PQ-182,trait body,questionable,types-and-traits.rst,3038,fls_PiAR1B26SoZV,Traits,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,548,entities-and-resolution.rst,Generic Parameter Scope,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=trait body,,,,,,,pending,pending,pending,
PQ-183,trait implementation,questionable,implementations.rst,65,fls_ry3an0mwb63g,Implementations,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1446,expressions.rst,Compound Assignment Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=trait implementation,,,,,,,pending,pending,pending,
PQ-184,tuple,questionable,types-and-traits.rst,693,fls_m8n4t5c1k0pz,Tuple Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3166,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple,,,,,,,pending,pending,pending,
PQ-185,tuple enum variant,questionable,types-and-traits.rst,793,fls_v1q7n3t5c9xz,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,651,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple enum variant,,,,,,,pending,pending,pending,
PQ-186,tuple field,questionable,types-and-traits.rst,696,fls_v7c3y1q9m2bx,Tuple Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3170,patterns.rst,Tuple Patterns,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple field,,,,,,,pending,pending,pending,
PQ-187,tuple struct,questionable,types-and-traits.rst,946,fls_q1m7v9b3k5ha,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,652,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple struct,,,,,,,pending,pending,pending,
PQ-188,tuple struct call expression,questionable,expressions.rst,3475,fls_QpBu34U6hXn9,Call Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2461,expressions.rst,Destructuring Assignment,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple struct call expression,,,,,,,pending,pending,pending,
PQ-189,tuple struct type,questionable,types-and-traits.rst,949,fls_g6t2n8c5p4xy,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3481,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple struct type,,,,,,,pending,pending,pending,
PQ-190,type,questionable,types-and-traits.rst,50,fls_4rhjpdu4zfqj,Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,614,types-and-traits.rst,Type Coercion,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type,,,,,,,pending,pending,pending,
PQ-191,type ascription,questionable,types-and-traits.rst,57,fls_x4p7m2c9v6qn,Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,statements.rst,97,statements.rst,Let Statements,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type ascription,,,,,,,pending,pending,pending,
PQ-192,type path,questionable,entities-and-resolution.rst,370,fls_h2zikgmazoxx,Paths,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,872,macros.rst,Token Matching,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type path,,,,,,,pending,pending,pending,
PQ-193,underscore expression,questionable,expressions.rst,2870,fls_pydmv629vfuu,Underscore Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,844,inline-assembly.rst,Register Arguments,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=underscore expression,,,,,,,pending,pending,pending,
PQ-194,unhygienic,questionable,macros.rst,1106,fls_94TOYfoplm4f,Hygiene,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,1094,macros.rst,Hygiene,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unhygienic,,,,,,,pending,pending,pending,
PQ-195,unicode,questionable,lexical-elements.rst,29,fls_m2v7k1p9t4qa,Character Set,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,25,lexical-elements.rst,Character Set,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unicode,,,,,,,pending,pending,pending,
PQ-196,union value,questionable,types-and-traits.rst,1035,fls_q7v2m9t4k1pa,Union Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3241,expressions.rst,Struct Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=union value,,,,,,,pending,pending,pending,
PQ-197,unit struct,questionable,types-and-traits.rst,958,fls_4q6m9t1w7zpa,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,652,expressions.rst,Path Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit struct,,,,,,,pending,pending,pending,
PQ-198,unsafe external block,questionable,ffi.rst,194,fls_8ltVLtAfvy0m,External Blocks,1c2c2b73313fb48987ed02ac044ff68cec69968e,functions.rst,207,ffi.rst,External Functions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe external block,,,,,,,pending,pending,pending,
PQ-199,unsafe function item type,questionable,types-and-traits.rst,1149,fls_liwnzwu1el1i,Function Item Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3493,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe function item type,,,,,,,pending,pending,pending,
PQ-200,unsafe trait,questionable,types-and-traits.rst,3031,fls_q9m2v7k1t4pa,Traits,1c2c2b73313fb48987ed02ac044ff68cec69968e,implementations.rst,81,implementations.rst,Implementations,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe trait,,,,,,,pending,pending,pending,
PQ-201,unsafety,questionable,unsafety.rst,17,fls_8kqo952gjhaf,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,920,expressions.rst,Unsafe Blocks,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafety,,,,,,,pending,pending,pending,
PQ-202,value operand,questionable,expressions.rst,2405,fls_uinh05sslxeo,Assignment Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2395,expressions.rst,Destructuring Assignment,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=value operand,,,,,,,pending,pending,pending,
